Primary Type,Community Area,Arrest,Counts
OTHER OFFENSE,32.0,False,5994
OTHER OFFENSE,32.0,True,1109
OTHER OFFENSE,33.0,False,2382
OTHER OFFENSE,33.0,True,814
OTHER OFFENSE,34.0,False,869
OTHER OFFENSE,34.0,True,250
OTHER OFFENSE,35.0,False,3822
OTHER OFFENSE,35.0,True,620
OTHER OFFENSE,36.0,False,1304
OTHER OFFENSE,36.0,True,117
OTHER OFFENSE,37.0,False,705
OTHER OFFENSE,37.0,True,272
OTHER OFFENSE,38.0,False,5276
OTHER OFFENSE,38.0,True,998
OTHER OFFENSE,39.0,False,2996
OTHER OFFENSE,39.0,True,295
OTHER OFFENSE,40.0,False,3626
OTHER OFFENSE,40.0,True,938
OTHER OFFENSE,41.0,False,2655
OTHER OFFENSE,41.0,True,269
OTHER OFFENSE,42.0,False,6231
OTHER OFFENSE,42.0,True,1750
OTHER OFFENSE,43.0,False,14632
OTHER OFFENSE,43.0,True,2580
OTHER OFFENSE,44.0,False,8596
OTHER OFFENSE,44.0,True,1454
OTHER OFFENSE,45.0,False,2224
OTHER OFFENSE,45.0,True,377
OTHER OFFENSE,46.0,False,7479
OTHER OFFENSE,46.0,True,1832
OTHER OFFENSE,47.0,False,636
OTHER OFFENSE,47.0,True,130
OTHER OFFENSE,48.0,False,2587
OTHER OFFENSE,48.0,True,412
OTHER OFFENSE,49.0,False,10101
OTHER OFFENSE,49.0,True,2523
OTHER OFFENSE,50.0,False,1922
OTHER OFFENSE,50.0,True,353
OTHER OFFENSE,51.0,False,2993
OTHER OFFENSE,51.0,True,570
OTHER OFFENSE,52.0,False,2441
OTHER OFFENSE,52.0,True,422
OTHER OFFENSE,53.0,False,6597
OTHER OFFENSE,53.0,True,1720
OTHER OFFENSE,54.0,False,1876
OTHER OFFENSE,54.0,True,331
OTHER OFFENSE,55.0,False,1236
OTHER OFFENSE,55.0,True,175
OTHER OFFENSE,56.0,False,3223
OTHER OFFENSE,56.0,True,504
OTHER OFFENSE,57.0,False,1237
OTHER OFFENSE,57.0,True,145
OTHER OFFENSE,58.0,False,3654
OTHER OFFENSE,58.0,True,856
OTHER OFFENSE,59.0,False,1333
OTHER OFFENSE,59.0,True,326
OTHER OFFENSE,60.0,False,2777
OTHER OFFENSE,60.0,True,454
OTHER OFFENSE,61.0,False,6030
OTHER OFFENSE,61.0,True,2150
OTHER OFFENSE,62.0,False,1478
OTHER OFFENSE,62.0,True,250
OTHER OFFENSE,63.0,False,3301
OTHER OFFENSE,63.0,True,819
OTHER OFFENSE,64.0,False,2418
OTHER OFFENSE,64.0,True,263
OTHER OFFENSE,65.0,False,2876
OTHER OFFENSE,65.0,True,343
OTHER OFFENSE,66.0,False,9342
OTHER OFFENSE,66.0,True,2077
OTHER OFFENSE,67.0,False,8755
OTHER OFFENSE,67.0,True,3018
OTHER OFFENSE,68.0,False,8164
OTHER OFFENSE,68.0,True,2629
OTHER OFFENSE,69.0,False,9596
OTHER OFFENSE,69.0,True,2239
OTHER OFFENSE,70.0,False,4652
OTHER OFFENSE,70.0,True,503
OTHER OFFENSE,71.0,False,11641
OTHER OFFENSE,71.0,True,2344
OTHER OFFENSE,72.0,False,2051
OTHER OFFENSE,72.0,True,230
OTHER OFFENSE,73.0,False,5571
OTHER OFFENSE,73.0,True,1001
OTHER OFFENSE,74.0,False,1562
OTHER OFFENSE,74.0,True,98
OTHER OFFENSE,75.0,False,3890
OTHER OFFENSE,75.0,True,664
OTHER OFFENSE,76.0,False,6299
OTHER OFFENSE,76.0,True,369
OTHER OFFENSE,77.0,False,4632
OTHER OFFENSE,77.0,True,484
PROSTITUTION,1.0,False,5
PROSTITUTION,1.0,True,918
PROSTITUTION,2.0,False,1
PROSTITUTION,2.0,True,138
PROSTITUTION,3.0,True,786
PROSTITUTION,4.0,False,3
PROSTITUTION,4.0,True,193
PROSTITUTION,5.0,False,2
PROSTITUTION,5.0,True,120
PROSTITUTION,6.0,False,2
PROSTITUTION,6.0,True,623
PROSTITUTION,7.0,False,2
PROSTITUTION,7.0,True,337
PROSTITUTION,8.0,False,23
PROSTITUTION,8.0,True,3854
PROSTITUTION,9.0,True,6
PROSTITUTION,10.0,False,1
PROSTITUTION,10.0,True,34
PROSTITUTION,11.0,True,10
PROSTITUTION,12.0,True,8
PROSTITUTION,13.0,True,48
PROSTITUTION,14.0,False,7
PROSTITUTION,14.0,True,568
PROSTITUTION,15.0,True,365
PROSTITUTION,16.0,True,88
PROSTITUTION,17.0,True,11
PROSTITUTION,18.0,True,14
PROSTITUTION,19.0,False,3
PROSTITUTION,19.0,True,1326
PROSTITUTION,20.0,False,4
PROSTITUTION,20.0,True,824
PROSTITUTION,21.0,False,5
PROSTITUTION,21.0,True,275
PROSTITUTION,22.0,False,3
PROSTITUTION,22.0,True,1532
PROSTITUTION,23.0,False,5
PROSTITUTION,23.0,True,3075
PROSTITUTION,24.0,False,3
PROSTITUTION,24.0,True,2071
PROSTITUTION,25.0,False,30
PROSTITUTION,25.0,True,7970
PROSTITUTION,26.0,False,15
PROSTITUTION,26.0,True,3808
PROSTITUTION,27.0,False,17
PROSTITUTION,27.0,True,3151
PROSTITUTION,28.0,False,10
PROSTITUTION,28.0,True,1834
PROSTITUTION,29.0,False,6
PROSTITUTION,29.0,True,1454
PROSTITUTION,30.0,False,8
PROSTITUTION,30.0,True,1232
PROSTITUTION,31.0,False,2
PROSTITUTION,31.0,True,582
PROSTITUTION,32.0,False,3
PROSTITUTION,32.0,True,507
PROSTITUTION,33.0,True,56
PROSTITUTION,34.0,True,44
PROSTITUTION,35.0,True,75
PROSTITUTION,37.0,True,35
PROSTITUTION,38.0,False,7
PROSTITUTION,38.0,True,2048
PROSTITUTION,39.0,False,1
PROSTITUTION,39.0,True,9
PROSTITUTION,40.0,False,10
PROSTITUTION,40.0,True,1265
PROSTITUTION,41.0,True,4
PROSTITUTION,42.0,False,13
PROSTITUTION,42.0,True,618
PROSTITUTION,43.0,True,1042
PROSTITUTION,44.0,False,2
PROSTITUTION,44.0,True,399
PROSTITUTION,45.0,True,15
PROSTITUTION,46.0,False,2
PROSTITUTION,46.0,True,510
PROSTITUTION,47.0,True,2
PROSTITUTION,48.0,True,2
PROSTITUTION,49.0,False,18
PROSTITUTION,49.0,True,1385
PROSTITUTION,50.0,True,5
PROSTITUTION,51.0,True,7
PROSTITUTION,52.0,True,3
PROSTITUTION,53.0,False,23
PROSTITUTION,53.0,True,1020
PROSTITUTION,54.0,True,4
PROSTITUTION,55.0,True,2
PROSTITUTION,56.0,False,11
PROSTITUTION,56.0,True,2934
PROSTITUTION,57.0,False,6
PROSTITUTION,57.0,True,545
PROSTITUTION,58.0,False,1
PROSTITUTION,58.0,True,2209
PROSTITUTION,59.0,True,32
PROSTITUTION,60.0,False,1
PROSTITUTION,60.0,True,212
PROSTITUTION,61.0,False,3
PROSTITUTION,61.0,True,2162
PROSTITUTION,62.0,True,7
PROSTITUTION,63.0,False,1
PROSTITUTION,63.0,True,167
PROSTITUTION,64.0,True,11
PROSTITUTION,65.0,True,20
PROSTITUTION,66.0,False,1
PROSTITUTION,66.0,True,558
PROSTITUTION,67.0,False,5
PROSTITUTION,67.0,True,2165
PROSTITUTION,68.0,False,4
PROSTITUTION,68.0,True,2026
PROSTITUTION,69.0,False,3
PROSTITUTION,69.0,True,476
PROSTITUTION,70.0,True,41
PROSTITUTION,71.0,False,2
PROSTITUTION,71.0,True,996
PROSTITUTION,72.0,True,2
PROSTITUTION,73.0,True,113
PROSTITUTION,74.0,True,3
PROSTITUTION,75.0,True,14
PROSTITUTION,76.0,True,29
PROSTITUTION,77.0,True,146
PUBLIC INDECENCY,1.0,True,3
PUBLIC INDECENCY,2.0,True,2
PUBLIC INDECENCY,3.0,True,2
PUBLIC INDECENCY,4.0,True,4
PUBLIC INDECENCY,5.0,True,1
PUBLIC INDECENCY,6.0,True,9
PUBLIC INDECENCY,7.0,False,1
PUBLIC INDECENCY,7.0,True,7
PUBLIC INDECENCY,8.0,True,18
PUBLIC INDECENCY,10.0,True,1
PUBLIC INDECENCY,11.0,True,1
PUBLIC INDECENCY,14.0,True,1
PUBLIC INDECENCY,15.0,True,1
PUBLIC INDECENCY,16.0,True,2
PUBLIC INDECENCY,17.0,True,1
PUBLIC INDECENCY,19.0,True,3
PUBLIC INDECENCY,21.0,True,1
PUBLIC INDECENCY,22.0,True,5
PUBLIC INDECENCY,23.0,True,2
PUBLIC INDECENCY,24.0,True,6
PUBLIC INDECENCY,25.0,True,7
PUBLIC INDECENCY,26.0,True,2
PUBLIC INDECENCY,27.0,True,2
PUBLIC INDECENCY,28.0,True,5
PUBLIC INDECENCY,29.0,True,2
PUBLIC INDECENCY,30.0,True,5
PUBLIC INDECENCY,31.0,True,2
PUBLIC INDECENCY,32.0,False,1
PUBLIC INDECENCY,32.0,True,18
PUBLIC INDECENCY,33.0,True,1
PUBLIC INDECENCY,34.0,True,2
PUBLIC INDECENCY,35.0,True,1
PUBLIC INDECENCY,36.0,True,1
PUBLIC INDECENCY,37.0,True,1
PUBLIC INDECENCY,38.0,True,3
PUBLIC INDECENCY,39.0,True,1
PUBLIC INDECENCY,40.0,True,1
PUBLIC INDECENCY,41.0,True,2
PUBLIC INDECENCY,42.0,True,1
PUBLIC INDECENCY,43.0,True,3
PUBLIC INDECENCY,44.0,True,7
PUBLIC INDECENCY,45.0,True,1
PUBLIC INDECENCY,49.0,True,2
PUBLIC INDECENCY,50.0,True,2
PUBLIC INDECENCY,51.0,True,2
PUBLIC INDECENCY,53.0,True,1
PUBLIC INDECENCY,54.0,True,1
PUBLIC INDECENCY,57.0,True,2
PUBLIC INDECENCY,58.0,True,3
PUBLIC INDECENCY,60.0,True,1
PUBLIC INDECENCY,61.0,True,5
PUBLIC INDECENCY,62.0,True,1
PUBLIC INDECENCY,63.0,True,1
PUBLIC INDECENCY,64.0,True,2
PUBLIC INDECENCY,65.0,True,3
PUBLIC INDECENCY,67.0,True,2
PUBLIC INDECENCY,68.0,True,3
PUBLIC INDECENCY,69.0,True,4
PUBLIC INDECENCY,71.0,True,3
PUBLIC INDECENCY,72.0,True,1
PUBLIC INDECENCY,73.0,True,1
PUBLIC INDECENCY,75.0,True,2
PUBLIC INDECENCY,77.0,True,2
PUBLIC PEACE VIOLATION,1.0,False,279
PUBLIC PEACE VIOLATION,1.0,True,361
PUBLIC PEACE VIOLATION,2.0,False,225
PUBLIC PEACE VIOLATION,2.0,True,245
PUBLIC PEACE VIOLATION,3.0,False,296
PUBLIC PEACE VIOLATION,3.0,True,600
PUBLIC PEACE VIOLATION,4.0,False,158
PUBLIC PEACE VIOLATION,4.0,True,254
PUBLIC PEACE VIOLATION,5.0,False,113
PUBLIC PEACE VIOLATION,5.0,True,105
PUBLIC PEACE VIOLATION,6.0,False,318
PUBLIC PEACE VIOLATION,6.0,True,648
PUBLIC PEACE VIOLATION,7.0,False,227
PUBLIC PEACE VIOLATION,7.0,True,168
PUBLIC PEACE VIOLATION,8.0,False,602
PUBLIC PEACE VIOLATION,8.0,True,758
PUBLIC PEACE VIOLATION,9.0,False,23
PUBLIC PEACE VIOLATION,9.0,True,17
PUBLIC PEACE VIOLATION,10.0,False,97
PUBLIC PEACE VIOLATION,10.0,True,54
PUBLIC PEACE VIOLATION,11.0,False,98
PUBLIC PEACE VIOLATION,11.0,True,65
PUBLIC PEACE VIOLATION,12.0,False,30
PUBLIC PEACE VIOLATION,12.0,True,21
PUBLIC PEACE VIOLATION,13.0,False,69
PUBLIC PEACE VIOLATION,13.0,True,73
PUBLIC PEACE VIOLATION,14.0,False,173
PUBLIC PEACE VIOLATION,14.0,True,420
PUBLIC PEACE VIOLATION,15.0,False,249
PUBLIC PEACE VIOLATION,15.0,True,276
PUBLIC PEACE VIOLATION,16.0,False,219
PUBLIC PEACE VIOLATION,16.0,True,400
PUBLIC PEACE VIOLATION,17.0,False,124
PUBLIC PEACE VIOLATION,17.0,True,72
PUBLIC PEACE VIOLATION,18.0,False,65
PUBLIC PEACE VIOLATION,18.0,True,28
PUBLIC PEACE VIOLATION,19.0,False,379
PUBLIC PEACE VIOLATION,19.0,True,678
PUBLIC PEACE VIOLATION,20.0,False,135
PUBLIC PEACE VIOLATION,20.0,True,305
PUBLIC PEACE VIOLATION,21.0,False,183
PUBLIC PEACE VIOLATION,21.0,True,215
PUBLIC PEACE VIOLATION,22.0,False,328
PUBLIC PEACE VIOLATION,22.0,True,534
PUBLIC PEACE VIOLATION,23.0,False,504
PUBLIC PEACE VIOLATION,23.0,True,954
PUBLIC PEACE VIOLATION,24.0,False,378
PUBLIC PEACE VIOLATION,24.0,True,648
PUBLIC PEACE VIOLATION,25.0,False,1012
PUBLIC PEACE VIOLATION,25.0,True,1725
PUBLIC PEACE VIOLATION,26.0,False,236
PUBLIC PEACE VIOLATION,26.0,True,474
PUBLIC PEACE VIOLATION,27.0,False,306
PUBLIC PEACE VIOLATION,27.0,True,505
PUBLIC PEACE VIOLATION,28.0,False,675
PUBLIC PEACE VIOLATION,28.0,True,703
PUBLIC PEACE VIOLATION,29.0,False,423
PUBLIC PEACE VIOLATION,29.0,True,970
PUBLIC PEACE VIOLATION,30.0,False,287
PUBLIC PEACE VIOLATION,30.0,True,2329
PUBLIC PEACE VIOLATION,31.0,False,179
PUBLIC PEACE VIOLATION,31.0,True,901
PUBLIC PEACE VIOLATION,32.0,False,856
PUBLIC PEACE VIOLATION,32.0,True,648
PUBLIC PEACE VIOLATION,33.0,False,111
PUBLIC PEACE VIOLATION,33.0,True,119
PUBLIC PEACE VIOLATION,34.0,False,39
PUBLIC PEACE VIOLATION,34.0,True,91
PUBLIC PEACE VIOLATION,35.0,False,181
PUBLIC PEACE VIOLATION,35.0,True,205
PUBLIC PEACE VIOLATION,36.0,False,21
PUBLIC PEACE VIOLATION,36.0,True,35
PUBLIC PEACE VIOLATION,37.0,False,63
PUBLIC PEACE VIOLATION,37.0,True,99
PUBLIC PEACE VIOLATION,38.0,False,171
PUBLIC PEACE VIOLATION,38.0,True,277
PUBLIC PEACE VIOLATION,39.0,False,69
PUBLIC PEACE VIOLATION,39.0,True,80
PUBLIC PEACE VIOLATION,40.0,False,138
PUBLIC PEACE VIOLATION,40.0,True,241
PUBLIC PEACE VIOLATION,41.0,False,78
PUBLIC PEACE VIOLATION,41.0,True,55
PUBLIC PEACE VIOLATION,42.0,False,307
PUBLIC PEACE VIOLATION,42.0,True,726
PUBLIC PEACE VIOLATION,43.0,False,382
PUBLIC PEACE VIOLATION,43.0,True,813
PUBLIC PEACE VIOLATION,44.0,False,274
PUBLIC PEACE VIOLATION,44.0,True,443
PUBLIC PEACE VIOLATION,45.0,False,110
PUBLIC PEACE VIOLATION,45.0,True,194
PUBLIC PEACE VIOLATION,46.0,False,310
PUBLIC PEACE VIOLATION,46.0,True,665
PUBLIC PEACE VIOLATION,47.0,False,28
PUBLIC PEACE VIOLATION,47.0,True,47
PUBLIC PEACE VIOLATION,48.0,False,52
PUBLIC PEACE VIOLATION,48.0,True,104
PUBLIC PEACE VIOLATION,49.0,False,394
PUBLIC PEACE VIOLATION,49.0,True,757
PUBLIC PEACE VIOLATION,50.0,False,88
PUBLIC PEACE VIOLATION,50.0,True,135
PUBLIC PEACE VIOLATION,51.0,False,86
PUBLIC PEACE VIOLATION,51.0,True,193
PUBLIC PEACE VIOLATION,52.0,False,119
PUBLIC PEACE VIOLATION,52.0,True,238
PUBLIC PEACE VIOLATION,53.0,False,255
PUBLIC PEACE VIOLATION,53.0,True,373
PUBLIC PEACE VIOLATION,54.0,False,61
PUBLIC PEACE VIOLATION,54.0,True,99
PUBLIC PEACE VIOLATION,55.0,False,48
PUBLIC PEACE VIOLATION,55.0,True,59
PUBLIC PEACE VIOLATION,56.0,False,216
PUBLIC PEACE VIOLATION,56.0,True,214
PUBLIC PEACE VIOLATION,57.0,False,74
PUBLIC PEACE VIOLATION,57.0,True,126
PUBLIC PEACE VIOLATION,58.0,False,197
PUBLIC PEACE VIOLATION,58.0,True,604
PUBLIC PEACE VIOLATION,59.0,False,58
PUBLIC PEACE VIOLATION,59.0,True,105
PUBLIC PEACE VIOLATION,60.0,False,105
PUBLIC PEACE VIOLATION,60.0,True,209
PUBLIC PEACE VIOLATION,61.0,False,416
PUBLIC PEACE VIOLATION,61.0,True,1063
PUBLIC PEACE VIOLATION,62.0,False,75
PUBLIC PEACE VIOLATION,62.0,True,193
PUBLIC PEACE VIOLATION,63.0,False,168
PUBLIC PEACE VIOLATION,63.0,True,784
PUBLIC PEACE VIOLATION,64.0,False,63
PUBLIC PEACE VIOLATION,64.0,True,132
PUBLIC PEACE VIOLATION,65.0,False,91
PUBLIC PEACE VIOLATION,65.0,True,241
PUBLIC PEACE VIOLATION,66.0,False,359
PUBLIC PEACE VIOLATION,66.0,True,1267
PUBLIC PEACE VIOLATION,67.0,False,440
PUBLIC PEACE VIOLATION,67.0,True,892
PUBLIC PEACE VIOLATION,68.0,False,447
PUBLIC PEACE VIOLATION,68.0,True,867
PUBLIC PEACE VIOLATION,69.0,False,330
PUBLIC PEACE VIOLATION,69.0,True,806
PUBLIC PEACE VIOLATION,70.0,False,184
PUBLIC PEACE VIOLATION,70.0,True,312
PUBLIC PEACE VIOLATION,71.0,False,366
PUBLIC PEACE VIOLATION,71.0,True,844
PUBLIC PEACE VIOLATION,72.0,False,77
PUBLIC PEACE VIOLATION,72.0,True,48
PUBLIC PEACE VIOLATION,73.0,False,216
PUBLIC PEACE VIOLATION,73.0,True,313
PUBLIC PEACE VIOLATION,74.0,False,58
PUBLIC PEACE VIOLATION,74.0,True,35
PUBLIC PEACE VIOLATION,75.0,False,187
PUBLIC PEACE VIOLATION,75.0,True,220
PUBLIC PEACE VIOLATION,76.0,False,281
PUBLIC PEACE VIOLATION,76.0,True,124
PUBLIC PEACE VIOLATION,77.0,False,178
PUBLIC PEACE VIOLATION,77.0,True,337
RITUALISM,8.0,False,2
RITUALISM,22.0,False,1
RITUALISM,25.0,False,1
RITUALISM,26.0,True,1
RITUALISM,27.0,False,1
RITUALISM,44.0,False,1
RITUALISM,46.0,False,2
RITUALISM,50.0,False,1
RITUALISM,51.0,False,1
RITUALISM,67.0,True,1
RITUALISM,68.0,False,1
RITUALISM,69.0,False,1
RITUALISM,71.0,False,1
ROBBERY,1.0,False,4089
ROBBERY,1.0,True,537
ROBBERY,2.0,False,2669
ROBBERY,2.0,True,357
ROBBERY,3.0,False,2814
ROBBERY,3.0,True,401
ROBBERY,4.0,False,1023
ROBBERY,4.0,True,163
ROBBERY,5.0,False,855
ROBBERY,5.0,True,130
ROBBERY,6.0,False,4795
ROBBERY,6.0,True,695
ROBBERY,7.0,False,2811
ROBBERY,7.0,True,506
ROBBERY,8.0,False,5993
ROBBERY,8.0,True,907
ROBBERY,9.0,False,30
ROBBERY,9.0,True,10
ROBBERY,10.0,False,234
ROBBERY,10.0,True,63
ROBBERY,11.0,False,431
ROBBERY,11.0,True,63
ROBBERY,12.0,False,119
ROBBERY,12.0,True,14
ROBBERY,13.0,False,474
ROBBERY,13.0,True,62
ROBBERY,14.0,False,2195
ROBBERY,14.0,True,270
ROBBERY,15.0,False,1926
ROBBERY,15.0,True,255
ROBBERY,16.0,False,2137
ROBBERY,16.0,True,246
ROBBERY,17.0,False,655
ROBBERY,17.0,True,101
ROBBERY,18.0,False,347
ROBBERY,18.0,True,25
ROBBERY,19.0,False,4047
ROBBERY,19.0,True,477
ROBBERY,20.0,False,1374
ROBBERY,20.0,True,136
ROBBERY,21.0,False,2553
ROBBERY,21.0,True,236
ROBBERY,22.0,False,5083
ROBBERY,22.0,True,535
ROBBERY,23.0,False,8265
ROBBERY,23.0,True,673
ROBBERY,24.0,False,7492
ROBBERY,24.0,True,812
ROBBERY,25.0,False,18134
ROBBERY,25.0,True,1359
ROBBERY,26.0,False,6029
ROBBERY,26.0,True,372
ROBBERY,27.0,False,5254
ROBBERY,27.0,True,434
ROBBERY,28.0,False,6926
ROBBERY,28.0,True,895
ROBBERY,29.0,False,8049
ROBBERY,29.0,True,724
ROBBERY,30.0,False,4590
ROBBERY,30.0,True,529
ROBBERY,31.0,False,1896
ROBBERY,31.0,True,253
ROBBERY,32.0,False,4102
ROBBERY,32.0,True,954
ROBBERY,33.0,False,1204
ROBBERY,33.0,True,177
ROBBERY,34.0,False,1595
ROBBERY,34.0,True,186
ROBBERY,35.0,False,2701
ROBBERY,35.0,True,283
ROBBERY,36.0,False,507
ROBBERY,36.0,True,41
ROBBERY,37.0,False,1123
ROBBERY,37.0,True,111
ROBBERY,38.0,False,4010
ROBBERY,38.0,True,339
ROBBERY,39.0,False,1576
ROBBERY,39.0,True,135
ROBBERY,40.0,False,3354
ROBBERY,40.0,True,229
ROBBERY,41.0,False,2343
ROBBERY,41.0,True,301
ROBBERY,42.0,False,4531
ROBBERY,42.0,True,416
ROBBERY,43.0,False,9910
ROBBERY,43.0,True,711
ROBBERY,44.0,False,7818
ROBBERY,44.0,True,578
ROBBERY,45.0,False,1813
ROBBERY,45.0,True,147
ROBBERY,46.0,False,4723
ROBBERY,46.0,True,413
ROBBERY,47.0,False,342
ROBBERY,47.0,True,25
ROBBERY,48.0,False,1935
ROBBERY,48.0,True,141
ROBBERY,49.0,False,7574
ROBBERY,49.0,True,620
ROBBERY,50.0,False,766
ROBBERY,50.0,True,83
ROBBERY,51.0,False,1456
ROBBERY,51.0,True,123
ROBBERY,52.0,False,572
ROBBERY,52.0,True,71
ROBBERY,53.0,False,3850
ROBBERY,53.0,True,293
ROBBERY,54.0,False,1055
ROBBERY,54.0,True,77
ROBBERY,55.0,False,227
ROBBERY,55.0,True,27
ROBBERY,56.0,False,1338
ROBBERY,56.0,True,151
ROBBERY,57.0,False,891
ROBBERY,57.0,True,102
ROBBERY,58.0,False,2327
ROBBERY,58.0,True,241
ROBBERY,59.0,False,678
ROBBERY,59.0,True,94
ROBBERY,60.0,False,900
ROBBERY,60.0,True,124
ROBBERY,61.0,False,4610
ROBBERY,61.0,True,589
ROBBERY,62.0,False,889
ROBBERY,62.0,True,115
ROBBERY,63.0,False,2388
ROBBERY,63.0,True,271
ROBBERY,64.0,False,362
ROBBERY,64.0,True,77
ROBBERY,65.0,False,1568
ROBBERY,65.0,True,183
ROBBERY,66.0,False,7653
ROBBERY,66.0,True,741
ROBBERY,67.0,False,7595
ROBBERY,67.0,True,594
ROBBERY,68.0,False,7698
ROBBERY,68.0,True,583
ROBBERY,69.0,False,8504
ROBBERY,69.0,True,601
ROBBERY,70.0,False,2498
ROBBERY,70.0,True,287
ROBBERY,71.0,False,8593
ROBBERY,71.0,True,642
ROBBERY,72.0,False,675
ROBBERY,72.0,True,137
ROBBERY,73.0,False,3189
ROBBERY,73.0,True,319
ROBBERY,74.0,False,166
ROBBERY,74.0,True,59
ROBBERY,75.0,False,1493
ROBBERY,75.0,True,217
ROBBERY,76.0,False,146
ROBBERY,76.0,True,30
ROBBERY,77.0,False,2111
ROBBERY,77.0,True,332
SEX OFFENSE,1.0,False,418
SEX OFFENSE,1.0,True,172
SEX OFFENSE,2.0,False,352
SEX OFFENSE,2.0,True,103
SEX OFFENSE,3.0,False,412
SEX OFFENSE,3.0,True,365
SEX OFFENSE,4.0,False,217
SEX OFFENSE,4.0,True,85
SEX OFFENSE,5.0,False,118
SEX OFFENSE,5.0,True,56
SEX OFFENSE,6.0,False,405
SEX OFFENSE,6.0,True,230
SEX OFFENSE,7.0,False,343
SEX OFFENSE,7.0,True,126
SEX OFFENSE,8.0,False,599
SEX OFFENSE,8.0,True,217
SEX OFFENSE,9.0,False,39
SEX OFFENSE,9.0,True,19
SEX OFFENSE,10.0,False,127
SEX OFFENSE,10.0,True,47
SEX OFFENSE,11.0,False,100
SEX OFFENSE,11.0,True,43
SEX OFFENSE,12.0,False,41
SEX OFFENSE,12.0,True,7
SEX OFFENSE,13.0,False,109
SEX OFFENSE,13.0,True,55
SEX OFFENSE,14.0,False,300
SEX OFFENSE,14.0,True,126
SEX OFFENSE,15.0,False,306
SEX OFFENSE,15.0,True,119
SEX OFFENSE,16.0,False,325
SEX OFFENSE,16.0,True,128
SEX OFFENSE,17.0,False,167
SEX OFFENSE,17.0,True,64
SEX OFFENSE,18.0,False,49
SEX OFFENSE,18.0,True,13
SEX OFFENSE,19.0,False,492
SEX OFFENSE,19.0,True,163
SEX OFFENSE,20.0,False,163
SEX OFFENSE,20.0,True,51
SEX OFFENSE,21.0,False,240
SEX OFFENSE,21.0,True,83
SEX OFFENSE,22.0,False,479
SEX OFFENSE,22.0,True,174
SEX OFFENSE,23.0,False,505
SEX OFFENSE,23.0,True,163
SEX OFFENSE,24.0,False,600
SEX OFFENSE,24.0,True,225
SEX OFFENSE,25.0,False,967
SEX OFFENSE,25.0,True,290
SEX OFFENSE,26.0,False,222
SEX OFFENSE,26.0,True,65
SEX OFFENSE,27.0,False,259
SEX OFFENSE,27.0,True,80
SEX OFFENSE,28.0,False,559
SEX OFFENSE,28.0,True,183
SEX OFFENSE,29.0,False,438
SEX OFFENSE,29.0,True,139
SEX OFFENSE,30.0,False,500
SEX OFFENSE,30.0,True,159
SEX OFFENSE,31.0,False,251
SEX OFFENSE,31.0,True,129
SEX OFFENSE,32.0,False,425
SEX OFFENSE,32.0,True,295
SEX OFFENSE,33.0,False,135
SEX OFFENSE,33.0,True,40
SEX OFFENSE,34.0,False,73
SEX OFFENSE,34.0,True,29
SEX OFFENSE,35.0,False,207
SEX OFFENSE,35.0,True,46
SEX OFFENSE,36.0,False,51
SEX OFFENSE,36.0,True,6
SEX OFFENSE,37.0,False,39
SEX OFFENSE,37.0,True,24
SEX OFFENSE,38.0,False,236
SEX OFFENSE,38.0,True,71
SEX OFFENSE,39.0,False,105
SEX OFFENSE,39.0,True,32
SEX OFFENSE,40.0,False,161
SEX OFFENSE,40.0,True,58
SEX OFFENSE,41.0,False,157
SEX OFFENSE,41.0,True,46
SEX OFFENSE,42.0,False,281
SEX OFFENSE,42.0,True,136
SEX OFFENSE,43.0,False,555
SEX OFFENSE,43.0,True,155
SEX OFFENSE,44.0,False,346
SEX OFFENSE,44.0,True,75
SEX OFFENSE,45.0,False,80
SEX OFFENSE,45.0,True,30
SEX OFFENSE,46.0,False,349
SEX OFFENSE,46.0,True,98
SEX OFFENSE,47.0,False,23
SEX OFFENSE,47.0,True,7
SEX OFFENSE,48.0,False,82
SEX OFFENSE,48.0,True,18
SEX OFFENSE,49.0,False,455
SEX OFFENSE,49.0,True,136
SEX OFFENSE,50.0,False,74
SEX OFFENSE,50.0,True,33
SEX OFFENSE,51.0,False,97
SEX OFFENSE,51.0,True,23
SEX OFFENSE,52.0,False,127
SEX OFFENSE,52.0,True,44
SEX OFFENSE,53.0,False,303
SEX OFFENSE,53.0,True,75
SEX OFFENSE,54.0,False,113
SEX OFFENSE,54.0,True,29
SEX OFFENSE,55.0,False,47
SEX OFFENSE,55.0,True,15
SEX OFFENSE,56.0,False,177
SEX OFFENSE,56.0,True,59
SEX OFFENSE,57.0,False,95
SEX OFFENSE,57.0,True,40
SEX OFFENSE,58.0,False,357
SEX OFFENSE,58.0,True,96
SEX OFFENSE,59.0,False,86
SEX OFFENSE,59.0,True,43
SEX OFFENSE,60.0,False,140
SEX OFFENSE,60.0,True,62
SEX OFFENSE,61.0,False,419
SEX OFFENSE,61.0,True,197
SEX OFFENSE,62.0,False,103
SEX OFFENSE,62.0,True,43
SEX OFFENSE,63.0,False,286
SEX OFFENSE,63.0,True,86
SEX OFFENSE,64.0,False,101
SEX OFFENSE,64.0,True,27
SEX OFFENSE,65.0,False,196
SEX OFFENSE,65.0,True,49
SEX OFFENSE,66.0,False,472
SEX OFFENSE,66.0,True,179
SEX OFFENSE,67.0,False,462
